Experiment Date: 15 April 2024 Time: 2:20 plus																			
Start of Data Logging																			
Line Break																			
																			
Start of Data Logging																			
Line Break	Internal_Air_Temp(degree celsius)																		
Internal_Air_Temp(degree celsius)	29.37	-127	   |Temp_substrate(degree celsius)	-127	28.44	28.56	   |Moisture (AnalogRead)	550	390	557	   |Actual pH	-13.13	   |Methane(ppm)	39.01	   |DHT22(%)	67	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	28.44	28.44	   |Moisture (AnalogRead)	547	387	553	   |Actual pH	6.62	   |Methane(ppm)	39.4	   |DHT22(%)	68.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.56	-127	   |Temp_substrate(degree celsius)	-127	28.44	28.56	   |Moisture (AnalogRead)	546	386	552	   |Actual pH	-3.47	   |Methane(ppm)	39.8	   |DHT22(%)	68.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	28.37	28.56	   |Moisture (AnalogRead)	544	384	550	   |Actual pH	5.57	   |Methane(ppm)	39.01	   |DHT22(%)	69.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	28.37	28.37	   |Moisture (AnalogRead)	544	384	549	   |Actual pH	-13.23	   |Methane(ppm)	39.01	   |DHT22(%)	69.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	28.25	28.44	   |Moisture (AnalogRead)	542	382	547	   |Actual pH	3.55	   |Methane(ppm)	39.4	   |DHT22(%)	69.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.37	-127	   |Temp_substrate(degree celsius)	-127	28.25	28.31	   |Moisture (AnalogRead)	540	381	546	   |Actual pH	3.41	   |Methane(ppm)	39.4	   |DHT22(%)	69.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.44	-127	   |Temp_substrate(degree celsius)	-127	28.19	28.19	   |Moisture (AnalogRead)	541	381	546	   |Actual pH	0.55	   |Methane(ppm)	39.01	   |DHT22(%)	69.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.31	-127	   |Temp_substrate(degree celsius)	-127	28.25	28.12	   |Moisture (AnalogRead)	542	380	544	   |Actual pH	-7.3	   |Methane(ppm)	40.2	   |DHT22(%)	69.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	28.31	28.25	   |Moisture (AnalogRead)	544	380	543	   |Actual pH	-12.95	   |Methane(ppm)	39.8	   |DHT22(%)	69.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	28.31	28.31	   |Moisture (AnalogRead)	543	378	539	   |Actual pH	-12.22	   |Methane(ppm)	40.2	   |DHT22(%)	70.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.25	-127	   |Temp_substrate(degree celsius)	-127	28.44	28.31	   |Moisture (AnalogRead)	543	376	537	   |Actual pH	4.03	   |Methane(ppm)	39.4	   |DHT22(%)	70.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.12	-127	   |Temp_substrate(degree celsius)	-127	28.37	28.25	   |Moisture (AnalogRead)	544	376	536	   |Actual pH	5.67	   |Methane(ppm)	39.4	   |DHT22(%)	69.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	28.37	28.25	   |Moisture (AnalogRead)	544	376	534	   |Actual pH	-7.9	   |Methane(ppm)	38.62	   |DHT22(%)	69.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29.06	-127	   |Temp_substrate(degree celsius)	-127	28.5	28.06	   |Moisture (AnalogRead)	546	377	533	   |Actual pH	-7.86	   |Methane(ppm)	39.01	   |DHT22(%)	69.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29	-127	   |Temp_substrate(degree celsius)	-127	28.44	28	   |Moisture (AnalogRead)	548	379	534	   |Actual pH	-12.5	   |Methane(ppm)	37.46	   |DHT22(%)	69.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	29	-127	   |Temp_substrate(degree celsius)	-127	28.5	27.94	   |Moisture (AnalogRead)	548	377	532	   |Actual pH	-8.42	   |Methane(ppm)	38.62	   |DHT22(%)	68.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.94	-127	   |Temp_substrate(degree celsius)	-127	28.37	27.81	   |Moisture (AnalogRead)	548	378	532	   |Actual pH	4.59	   |Methane(ppm)	37.85	   |DHT22(%)	69.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	28.31	27.75	   |Moisture (AnalogRead)	549	378	531	   |Actual pH	6.79	   |Methane(ppm)	38.23	   |DHT22(%)	68.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.87	-127	   |Temp_substrate(degree celsius)	-127	28.31	27.81	   |Moisture (AnalogRead)	549	379	531	   |Actual pH	4.63	   |Methane(ppm)	38.62	   |DHT22(%)	69.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	28.31	27.81	   |Moisture (AnalogRead)	549	380	532	   |Actual pH	-12.01	   |Methane(ppm)	38.62	   |DHT22(%)	69.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.81	-127	   |Temp_substrate(degree celsius)	-127	28.19	27.81	   |Moisture (AnalogRead)	550	380	532	   |Actual pH	-12.57	   |Methane(ppm)	38.62	   |DHT22(%)	69.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.69	-127	   |Temp_substrate(degree celsius)	-127	28.25	28	   |Moisture (AnalogRead)	549	378	530	   |Actual pH	2.47	   |Methane(ppm)	38.62	   |DHT22(%)	69.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.81	   |Moisture (AnalogRead)	548	377	529	   |Actual pH	-8.91	   |Methane(ppm)	38.23	   |DHT22(%)	70.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	548	377	528	   |Actual pH	-1.48	   |Methane(ppm)	37.85	   |DHT22(%)	70.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	549	378	529	   |Actual pH	4.42	   |Methane(ppm)	37.46	   |DHT22(%)	70.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.5	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	551	380	530	   |Actual pH	-11.77	   |Methane(ppm)	36.71	   |DHT22(%)	69.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.5	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.69	   |Moisture (AnalogRead)	552	381	530	   |Actual pH	-8.56	   |Methane(ppm)	36.71	   |DHT22(%)	68.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.5	-127	   |Temp_substrate(degree celsius)	-127	27.81	27.69	   |Moisture (AnalogRead)	552	383	530	   |Actual pH	8.47	   |Methane(ppm)	36.71	   |DHT22(%)	67.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.5	-127	   |Temp_substrate(degree celsius)	-127	27.81	27.69	   |Moisture (AnalogRead)	554	385	532	   |Actual pH	-2.63	   |Methane(ppm)	37.09	   |DHT22(%)	67.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	27.81	27.69	   |Moisture (AnalogRead)	554	385	533	   |Actual pH	-10.62	   |Methane(ppm)	37.46	   |DHT22(%)	67.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.56	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.75	   |Moisture (AnalogRead)	552	383	531	   |Actual pH	-12.43	   |Methane(ppm)	38.23	   |DHT22(%)	68.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.5	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.75	   |Moisture (AnalogRead)	548	380	527	   |Actual pH	-5.63	   |Methane(ppm)	39.01	   |DHT22(%)	70.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.5	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	546	377	524	   |Actual pH	5.36	   |Methane(ppm)	39.4	   |DHT22(%)	71.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.44	-127	   |Temp_substrate(degree celsius)	-127	28	27.87	   |Moisture (AnalogRead)	545	375	522	   |Actual pH	-9.67	   |Methane(ppm)	39.4	   |DHT22(%)	72.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.44	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	542	373	517	   |Actual pH	-7.65	   |Methane(ppm)	39.4	   |DHT22(%)	73.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.37	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	541	372	515	   |Actual pH	-13.48	   |Methane(ppm)	39.8	   |DHT22(%)	73.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.37	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	537	368	510	   |Actual pH	-10.86	   |Methane(ppm)	39.8	   |DHT22(%)	74.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.37	-127	   |Temp_substrate(degree celsius)	-127	28	27.81	   |Moisture (AnalogRead)	534	366	506	   |Actual pH	4.38	   |Methane(ppm)	40.2	   |DHT22(%)	75	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.37	-127	   |Temp_substrate(degree celsius)	-127	28	27.94	   |Moisture (AnalogRead)	533	366	506	   |Actual pH	-13.09	   |Methane(ppm)	40.6	   |DHT22(%)	75.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.37	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.94	   |Moisture (AnalogRead)	532	366	503	   |Actual pH	-10.13	   |Methane(ppm)	39.8	   |DHT22(%)	75.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.31	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.87	   |Moisture (AnalogRead)	528	362	497	   |Actual pH	5.85	   |Methane(ppm)	39.8	   |DHT22(%)	75.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.37	-127	   |Temp_substrate(degree celsius)	-127	28.06	27.81	   |Moisture (AnalogRead)	526	361	495	   |Actual pH	5.71	   |Methane(ppm)	40.2	   |DHT22(%)	75.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.37	-127	   |Temp_substrate(degree celsius)	-127	28.12	27.81	   |Moisture (AnalogRead)	525	361	495	   |Actual pH	0.76	   |Methane(ppm)	41	   |DHT22(%)	75.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	28	27.75	   |Moisture (AnalogRead)	523	361	493	   |Actual pH	1.66	   |Methane(ppm)	39.4	   |DHT22(%)	76.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.31	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	522	360	491	   |Actual pH	0.23	   |Methane(ppm)	38.62	   |DHT22(%)	75.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.69	   |Moisture (AnalogRead)	522	360	491	   |Actual pH	2.01	   |Methane(ppm)	39.4	   |DHT22(%)	74.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.56	   |Moisture (AnalogRead)	520	360	491	   |Actual pH	-12.99	   |Methane(ppm)	39.8	   |DHT22(%)	74.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.56	   |Moisture (AnalogRead)	516	358	487	   |Actual pH	-0.92	   |Methane(ppm)	39.8	   |DHT22(%)	75.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.5	   |Moisture (AnalogRead)	516	358	487	   |Actual pH	3.62	   |Methane(ppm)	40.2	   |DHT22(%)	76	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.37	   |Moisture (AnalogRead)	515	359	487	   |Actual pH	-8.84	   |Methane(ppm)	39.8	   |DHT22(%)	75.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.37	   |Moisture (AnalogRead)	514	358	487	   |Actual pH	-10.93	   |Methane(ppm)	39.8	   |DHT22(%)	75.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.37	   |Moisture (AnalogRead)	512	357	484	   |Actual pH	4.28	   |Methane(ppm)	40.6	   |DHT22(%)	75.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.87	27.31	   |Moisture (AnalogRead)	512	358	485	   |Actual pH	-10.97	   |Methane(ppm)	39.4	   |DHT22(%)	75.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.25	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.19	   |Moisture (AnalogRead)	512	359	485	   |Actual pH	-10.83	   |Methane(ppm)	39.4	   |DHT22(%)	75	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.19	-127	   |Temp_substrate(degree celsius)	-127	27.94	27.19	   |Moisture (AnalogRead)	511	358	484	   |Actual pH	0.06	   |Methane(ppm)	39.01	   |DHT22(%)	74.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.12	-127	   |Temp_substrate(degree celsius)	-127	28	27.19	   |Moisture (AnalogRead)	512	359	485	   |Actual pH	-8.63	   |Methane(ppm)	39.4	   |DHT22(%)	74.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	28	26.94	   |Moisture (AnalogRead)	513	359	485	   |Actual pH	5.19	   |Methane(ppm)	38.62	   |DHT22(%)	75.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.06	-127	   |Temp_substrate(degree celsius)	-127	28	27	   |Moisture (AnalogRead)	516	361	487	   |Actual pH	-13.02	   |Methane(ppm)	38.23	   |DHT22(%)	73.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.06	-127	   |Temp_substrate(degree celsius)	-127	28.12	26.94	   |Moisture (AnalogRead)	515	360	485	   |Actual pH	4.63	   |Methane(ppm)	38.62	   |DHT22(%)	74.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.12	-127	   |Temp_substrate(degree celsius)	-127	28.31	27.06	   |Moisture (AnalogRead)	515	360	484	   |Actual pH	-11.87	   |Methane(ppm)	39.01	   |DHT22(%)	74.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.12	-127	   |Temp_substrate(degree celsius)	-127	28.44	27.06	   |Moisture (AnalogRead)	514	360	485	   |Actual pH	-9.19	   |Methane(ppm)	38.62	   |DHT22(%)	74.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.12	-127	   |Temp_substrate(degree celsius)	-127	28.44	26.94	   |Moisture (AnalogRead)	515	361	486	   |Actual pH	-13.09	   |Methane(ppm)	38.23	   |DHT22(%)	74.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	28.31	26.87	   |Moisture (AnalogRead)	516	362	486	   |Actual pH	-9.08	   |Methane(ppm)	37.85	   |DHT22(%)	73.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.06	-127	   |Temp_substrate(degree celsius)	-127	28.25	26.87	   |Moisture (AnalogRead)	515	361	485	   |Actual pH	7.56	   |Methane(ppm)	38.23	   |DHT22(%)	73.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	28.25	26.94	   |Moisture (AnalogRead)	516	362	486	   |Actual pH	-8.84	   |Methane(ppm)	38.23	   |DHT22(%)	73.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	28.31	26.81	   |Moisture (AnalogRead)	517	363	487	   |Actual pH	-11.49	   |Methane(ppm)	38.62	   |DHT22(%)	73.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.06	-127	   |Temp_substrate(degree celsius)	-127	28.62	26.87	   |Moisture (AnalogRead)	516	361	485	   |Actual pH	6.93	   |Methane(ppm)	37.85	   |DHT22(%)	73.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	28.75	26.94	   |Moisture (AnalogRead)	514	361	484	   |Actual pH	1.17	   |Methane(ppm)	38.62	   |DHT22(%)	74.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	28.94	26.87	   |Moisture (AnalogRead)	515	363	486	   |Actual pH	-12.64	   |Methane(ppm)	37.85	   |DHT22(%)	74.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	28.81	26.81	   |Moisture (AnalogRead)	517	363	486	   |Actual pH	-8.7	   |Methane(ppm)	38.23	   |DHT22(%)	73.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	29	26.87	   |Moisture (AnalogRead)	516	363	486	   |Actual pH	-1.93	   |Methane(ppm)	38.23	   |DHT22(%)	73.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	29.37	26.94	   |Moisture (AnalogRead)	515	362	485	   |Actual pH	5.15	   |Methane(ppm)	38.62	   |DHT22(%)	73.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	29.37	26.94	   |Moisture (AnalogRead)	515	362	483	   |Actual pH	7.49	   |Methane(ppm)	38.23	   |DHT22(%)	74	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28	-127	   |Temp_substrate(degree celsius)	-127	29.37	26.94	   |Moisture (AnalogRead)	515	362	484	   |Actual pH	3.76	   |Methane(ppm)	38.23	   |DHT22(%)	74.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	28.06	-127	   |Temp_substrate(degree celsius)	-127	29.37	26.94	   |Moisture (AnalogRead)	516	363	485	   |Actual pH	-7.9	   |Methane(ppm)	38.62	   |DHT22(%)	74.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	27.81	-127	   |Temp_substrate(degree celsius)	-127	29.44	27.06	   |Moisture (AnalogRead)	513	362	483	   |Actual pH	-11.21	   |Methane(ppm)	39.4	   |DHT22(%)	74.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	27.25	-127	   |Temp_substrate(degree celsius)	-127	29.37	26.56	   |Moisture (AnalogRead)	514	362	483	   |Actual pH	4.94	   |Methane(ppm)	37.09	   |DHT22(%)	75.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.94	-127	   |Temp_substrate(degree celsius)	-127	29.19	26.31	   |Moisture (AnalogRead)	515	363	483	   |Actual pH	-9.6	   |Methane(ppm)	36.34	   |DHT22(%)	74	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.81	-127	   |Temp_substrate(degree celsius)	-127	28.81	26.12	   |Moisture (AnalogRead)	516	363	484	   |Actual pH	7.24	   |Methane(ppm)	35.6	   |DHT22(%)	74	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.69	-127	   |Temp_substrate(degree celsius)	-127	29	26	   |Moisture (AnalogRead)	515	363	483	   |Actual pH	7.73	   |Methane(ppm)	35.6	   |DHT22(%)	74.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.62	-127	   |Temp_substrate(degree celsius)	-127	28.94	26	   |Moisture (AnalogRead)	516	365	486	   |Actual pH	-12.78	   |Methane(ppm)	35.6	   |DHT22(%)	74.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.75	-127	   |Temp_substrate(degree celsius)	-127	29.06	26	   |Moisture (AnalogRead)	514	364	486	   |Actual pH	-11.35	   |Methane(ppm)	36.71	   |DHT22(%)	75.4	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.81	-127	   |Temp_substrate(degree celsius)	-127	28.94	26	   |Moisture (AnalogRead)	510	361	482	   |Actual pH	7.17	   |Methane(ppm)	37.46	   |DHT22(%)	76.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	28.75	26.06	   |Moisture (AnalogRead)	508	361	483	   |Actual pH	-12.74	   |Methane(ppm)	37.46	   |DHT22(%)	76.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	28.56	26.06	   |Moisture (AnalogRead)	505	359	481	   |Actual pH	-5.21	   |Methane(ppm)	37.09	   |DHT22(%)	77.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.81	-127	   |Temp_substrate(degree celsius)	-127	28.19	26	   |Moisture (AnalogRead)	503	359	479	   |Actual pH	5.29	   |Methane(ppm)	37.85	   |DHT22(%)	77.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	28.31	26	   |Moisture (AnalogRead)	503	361	481	   |Actual pH	-8.94	   |Methane(ppm)	37.09	   |DHT22(%)	77.3	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	28.12	25.94	   |Moisture (AnalogRead)	501	358	478	   |Actual pH	7.84	   |Methane(ppm)	37.09	   |DHT22(%)	76.8	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	27.94	26	   |Moisture (AnalogRead)	501	359	477	   |Actual pH	7.45	   |Methane(ppm)	37.09	   |DHT22(%)	76.2	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	27.62	26.06	   |Moisture (AnalogRead)	501	360	478	   |Actual pH	-10.86	   |Methane(ppm)	37.09	   |DHT22(%)	76.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	27.25	26	   |Moisture (AnalogRead)	501	360	478	   |Actual pH	-10.62	   |Methane(ppm)	36.71	   |DHT22(%)	76.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	26.81	26	   |Moisture (AnalogRead)	500	359	477	   |Actual pH	3.34	   |Methane(ppm)	37.09	   |DHT22(%)	76.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.87	-127	   |Temp_substrate(degree celsius)	-127	26.56	26	   |Moisture (AnalogRead)	500	360	477	   |Actual pH	-2.14	   |Methane(ppm)	37.46	   |DHT22(%)	76.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.75	-127	   |Temp_substrate(degree celsius)	-127	26.56	26	   |Moisture (AnalogRead)	497	359	475	   |Actual pH	-8.38	   |Methane(ppm)	37.09	   |DHT22(%)	76.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.75	-127	   |Temp_substrate(degree celsius)	-127	26.31	25.94	   |Moisture (AnalogRead)	498	361	476	   |Actual pH	-6.95	   |Methane(ppm)	37.46	   |DHT22(%)	77.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.75	-127	   |Temp_substrate(degree celsius)	-127	26.19	26	   |Moisture (AnalogRead)	495	359	472	   |Actual pH	8.22	   |Methane(ppm)	37.09	   |DHT22(%)	76.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.56	-127	   |Temp_substrate(degree celsius)	-127	26.06	25.87	   |Moisture (AnalogRead)	495	359	471	   |Actual pH	8.47	   |Methane(ppm)	37.09	   |DHT22(%)	77.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.31	-127	   |Temp_substrate(degree celsius)	-127	26	25.75	   |Moisture (AnalogRead)	494	360	474	   |Actual pH	-5.07	   |Methane(ppm)	37.09	   |DHT22(%)	77.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.19	-127	   |Temp_substrate(degree celsius)	-127	25.87	25.75	   |Moisture (AnalogRead)	493	360	472	   |Actual pH	-9.67	   |Methane(ppm)	37.09	   |DHT22(%)	77.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.31	-127	   |Temp_substrate(degree celsius)	-127	25.81	25.69	   |Moisture (AnalogRead)	490	359	471	   |Actual pH	-11.03	   |Methane(ppm)	36.71	   |DHT22(%)	78.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.44	-127	   |Temp_substrate(degree celsius)	-127	25.81	25.81	   |Moisture (AnalogRead)	487	358	467	   |Actual pH	6.69	   |Methane(ppm)	37.09	   |DHT22(%)	79.1	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.56	-127	   |Temp_substrate(degree celsius)	-127	25.81	25.81	   |Moisture (AnalogRead)	486	358	467	   |Actual pH	-5.84	   |Methane(ppm)	37.09	   |DHT22(%)	79.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.69	-127	   |Temp_substrate(degree celsius)	-127	25.81	25.87	   |Moisture (AnalogRead)	484	357	464	   |Actual pH	7	   |Methane(ppm)	37.46	   |DHT22(%)	78.9	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.69	-127	   |Temp_substrate(degree celsius)	-127	25.81	25.94	   |Moisture (AnalogRead)	482	355	463	   |Actual pH	3.09	   |Methane(ppm)	37.85	   |DHT22(%)	78.7	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	26.94	-127	   |Temp_substrate(degree celsius)	-127	25.94	26.12	   |Moisture (AnalogRead)	481	355	463	   |Actual pH	9.09	   |Methane(ppm)	38.62	   |DHT22(%)	79	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	27.06	-127	   |Temp_substrate(degree celsius)	-127	26.06	26.25	   |Moisture (AnalogRead)	479	354	461	   |Actual pH	9.02	   |Methane(ppm)	38.62	   |DHT22(%)	78.6	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	27.25	-127	   |Temp_substrate(degree celsius)	-127	26.12	26.31	   |Moisture (AnalogRead)	480	355	462	   |Actual pH	-12.15	   |Methane(ppm)	39.01	   |DHT22(%)	79.5	   |Fan Level	0	   |
Internal_Air_Temp(degree celsius)	27.37	-127	   |Temp_substrate(degree celsius)	-127	26.25	26.5	   |Moisture (AnalogRead)	477	354	460	   |Actual pH	0.79	   |Methane(ppm)	39.01	   |DHT22(%)	79	   |Fan Level	0	   |
